date,open,high,low,close,volume
1507798800000,0.03789,0.03789,0.03789,0.03789,10.0
1507802400000,0.03789,0.03789,0.03789,0.03789,0.0
1507806000000,0.03789,0.03789,0.03789,0.03789,0.0
1507809600000,0.03789,0.03789,0.03789,0.03789,0.0
1507813200000,0.03789,0.03789,0.03789,0.03789,0.0
1507816800000,0.03789,0.03789,0.03789,0.03789,0.0
1507820400000,0.03789,0.03789,0.03789,0.03789,0.0
1507824000000,0.04,0.04,0.04,0.04,10.0
1507827600000,0.04,0.04,0.04,0.04,0.0
1507831200000,0.04,0.04,0.04,0.04,0.0
1507834800000,0.04,0.04,0.04,0.04,11.19
1507838400000,0.04,0.04,0.04,0.04,0.0
1507842000000,0.036,0.036,0.036,0.036,12.15
1507845600000,0.036,0.036,0.036,0.036,0.0
1507849200000,0.036,0.036,0.036,0.036,0.0
1507852800000,0.036,0.036,0.036,0.036,0.0
1507856400000,0.036,0.036,0.036,0.036,0.0
1507860000000,0.039999,0.041,0.03608,0.03608,269.98
1507863600000,0.036087,0.040001,0.036086,0.04,106.01
1507867200000,0.036091,0.039996,0.036091,0.039996,21.92
1507870800000,0.037005,0.037005,0.037005,0.037005,1.17
1507874400000,0.037006,0.037006,0.03605,0.03605,332.18
1507878000000,0.03605,0.03605,0.03589,0.03589,133.01
1507881600000,0.03589,0.03589,0.03589,0.03589,0.0
1507885200000,0.035621,0.035622,0.035621,0.035622,15.85
1507888800000,0.033256,0.033256,0.033256,0.033256,27.57
1507892400000,0.033428,0.033428,0.032902,0.032902,7.28
1507896000000,0.032799,0.0328,0.032799,0.0328,78.65
1507899600000,0.032902,0.032902,0.032902,0.032902,0.31
1507903200000,0.033003,0.035712,0.033002,0.033551,81.02
1507906800000,0.033552,0.033552,0.033551,0.033551,78.57
1507910400000,0.036168,0.036168,0.0357,0.0357,12.4
1507914000000,0.0357,0.0357,0.0357,0.0357,1.0
1507917600000,0.0357,0.0357,0.0357,0.0357,0.0
1507921200000,0.0357,0.0357,0.0357,0.0357,0.0
1507924800000,0.0357,0.0357,0.0357,0.0357,0.0
1507928400000,0.036214,1.0,0.026,0.02602,1426.46
1507932000000,0.033552,0.9,0.006051,0.0365,419.01
1507935600000,0.035,0.03637,0.023801,0.03637,100.04
1507939200000,0.036502,0.036742,0.036502,0.036742,6.54
1507942800000,0.036742,0.036742,0.036742,0.036742,0.0
1507946400000,0.036742,0.036742,0.036742,0.036742,0.0
1507950000000,0.036742,0.036742,0.036742,0.036742,0.0
1507953600000,0.036742,0.036742,0.036742,0.036742,0.0
1507957200000,0.036742,0.036742,0.036742,0.036742,0.0
1507960800000,0.035966,0.035966,0.035966,0.035966,1.0
1507964400000,0.035966,0.035966,0.035966,0.035966,0.0
1507968000000,0.035966,0.035966,0.035966,0.035966,0.0
1507971600000,0.035966,0.035966,0.035966,0.035966,0.0
1507975200000,0.035526,0.035526,0.035526,0.035526,7.58
1507978800000,0.034526,0.034526,0.034526,0.034526,7.57
1507982400000,0.034526,0.034526,0.034526,0.034526,0.0
1507986000000,0.03324,0.03324,0.03324,0.03324,1.11
1507989600000,0.033241,0.03327,0.03324,0.03324,198.19
1507993200000,0.035592,0.036406,0.033901,0.033901,215.31
1507996800000,0.034901,0.034901,0.034901,0.034901,0.76
1508000400000,0.034901,0.034901,0.034901,0.034901,0.0
1508004000000,0.034901,0.034901,0.034901,0.034901,0.0
1508007600000,0.035102,0.035102,0.035102,0.035102,0.54
1508011200000,0.035102,0.035102,0.0349,0.0349,116.75
1508014800000,0.0349,0.0349,0.0349,0.0349,0.0
1508018400000,0.0349,0.0349,0.0349,0.0349,0.0
1508022000000,0.0349,0.0349,0.0349,0.0349,0.0
1508025600000,0.0349,0.0349,0.0349,0.0349,0.0
1508029200000,0.0349,0.0349,0.0349,0.0349,0.0
1508032800000,0.0353,0.035999,0.0353,0.035999,5.42
1508036400000,0.035201,0.036714,0.035201,0.036714,12.51
1508040000000,0.036521,0.036521,0.036516,0.036517,47.56
1508043600000,0.036517,0.036517,0.036483,0.036483,10.34
1508047200000,0.036483,0.036483,0.036483,0.036483,0.0
1508050800000,0.036463,0.036482,0.036463,0.036482,28.6
1508054400000,0.036482,0.036482,0.036482,0.036482,2.0
1508058000000,0.0364,0.0364,0.0364,0.0364,20.0
1508061600000,0.0364,0.0364,0.0364,0.0364,30.0
1508065200000,0.0364,0.0364,0.0364,0.0364,0.0
1508068800000,0.0364,0.0364,0.0364,0.0364,0.0
1508072400000,0.036001,0.036001,0.036,0.036,32.5
1508076000000,0.036353,0.036731,0.035375,0.035375,54.89
1508079600000,0.035304,0.035304,0.031991,0.032,585.54
1508083200000,0.035199,0.29,0.02615,0.27,1982.92
1508086800000,0.028941,0.036744,0.028301,0.036744,130.35
1508090400000,0.035987,0.035987,0.035987,0.035987,1.0
1508094000000,0.035987,0.035987,0.035987,0.035987,0.0
1508097600000,0.035827,0.035828,0.035827,0.035828,62.33
1508101200000,0.035719,0.03572,0.035719,0.03572,3.69
1508104800000,0.03572,0.03572,0.03572,0.03572,0.0
1508108400000,0.03572,0.03572,0.03572,0.03572,0.0
1508112000000,0.035909,0.049998,0.035909,0.049998,34.42
1508115600000,0.048,0.048,0.0341,0.0341,172.9
1508119200000,0.0341,0.0341,0.03295,0.032951,70.04
1508122800000,0.04447,0.044471,0.033797,0.033797,284.25
1508126400000,0.033773,0.033847,0.033773,0.033846,133.01
1508130000000,0.033846,0.033846,0.033846,0.033846,21.69
1508133600000,0.033846,0.033846,0.033846,0.033846,0.0
1508137200000,0.033846,0.0339,0.033252,0.033252,17.09
1508140800000,0.0339,0.0339,0.0339,0.0339,0.02
1508144400000,0.0368,0.0368,0.0368,0.0368,350.07
1508148000000,0.036617,0.036617,0.036617,0.036617,169.61
1508151600000,0.034022,0.03445,0.034021,0.034153,623.03
1508155200000,0.035,0.035,0.035,0.035,1.0
1508158800000,0.035,0.035,0.035,0.035,0.0
1508162400000,0.035,0.035447,0.035,0.035447,13.83
1508166000000,0.035447,0.035447,0.035447,0.035447,0.0
1508169600000,0.034419,0.034419,0.034419,0.034419,11.09
1508173200000,0.034419,0.034419,0.034419,0.034419,0.0
1508176800000,0.034419,0.034419,0.034419,0.034419,0.0
1508180400000,0.03578,0.035885,0.03578,0.035885,143.29
1508184000000,0.035885,0.035885,0.035885,0.035885,0.0
1508187600000,0.035885,0.035885,0.035885,0.035885,0.0
1508191200000,0.035885,0.035885,0.035885,0.035885,0.0
1508194800000,0.034752,0.034752,0.034752,0.034752,11.39
1508198400000,0.034752,0.034752,0.034752,0.034752,0.0
1508202000000,0.035884,0.035885,0.035884,0.035885,86.12
1508205600000,0.03604,0.036048,0.03604,0.036048,34.67
1508209200000,0.036048,0.036048,0.036048,0.036048,0.0
1508212800000,0.036,0.036464,0.035099,0.035165,196.25
1508216400000,0.035165,0.035165,0.035165,0.035165,0.0
1508220000000,0.036,0.036499,0.0355,0.0355,373.55
1508223600000,0.0368,0.036991,0.036202,0.03699,206.63
1508227200000,0.036477,0.03743,0.035992,0.03743,2870.13
1508230800000,0.036476,0.036478,0.036475,0.036477,108.96
1508234400000,0.036478,0.036612,0.036478,0.036612,37.22
1508238000000,0.037124,0.037961,0.036616,0.037644,1041.77
1508241600000,0.038843,0.040273,0.038,0.039517,840.1
1508245200000,0.0391,0.039109,0.038001,0.038003,158.99
1508248800000,0.038003,0.038048,0.0377,0.0377,478.42
1508252400000,0.0375,0.0375,0.036844,0.037126,200.3
1508256000000,0.037502,0.037502,0.037501,0.037501,47.74
1508259600000,0.037501,0.037501,0.037501,0.037501,0.0
1508263200000,0.037501,0.037502,0.037208,0.037208,272.78
1508266800000,0.037208,0.037208,0.037208,0.037208,6.06
1508270400000,0.037499,0.0375,0.037499,0.0375,15.83
1508274000000,0.0375,0.0375,0.0375,0.0375,39.07
1508277600000,0.037208,0.037208,0.037126,0.037126,156.97
1508281200000,0.038,0.03804,0.038,0.03804,15.1
1508284800000,0.03804,0.038046,0.037262,0.037262,128.09
1508288400000,0.0378,0.0381,0.0378,0.038,206.44
1508292000000,0.037901,0.03857,0.037801,0.0383,422.88
1508295600000,0.0383,0.0383,0.0383,0.0383,103.28
1508299200000,0.0383,0.0383,0.038,0.038,217.71
1508302800000,0.038,0.038,0.038,0.038,589.02
1508306400000,0.037999,0.038,0.037262,0.0377,462.13
1508310000000,0.038,0.038,0.037126,0.037126,181.64
1508313600000,0.036844,0.037111,0.036844,0.037111,51.48
1508317200000,0.0369,0.038409,0.036844,0.037952,368.25
1508320800000,0.037952,0.037952,0.037952,0.037952,0.0
1508324400000,0.037942,0.038263,0.036918,0.038263,350.58
1508328000000,0.036845,0.036845,0.036844,0.036844,132.2
1508331600000,0.036722,0.036722,0.036712,0.036712,52.15
1508335200000,0.036712,0.0368,0.036712,0.036712,67.73
1508338800000,0.0367,0.0368,0.036474,0.036474,212.77
1508342400000,0.036474,0.036474,0.035535,0.035535,476.65
1508346000000,0.035535,0.035535,0.035535,0.035535,0.0
1508349600000,0.035535,0.035535,0.035535,0.035535,0.0
1508353200000,0.035535,0.035535,0.035535,0.035535,1.2
1508356800000,0.035716,0.035716,0.035716,0.035716,15.2
1508360400000,0.035716,0.035716,0.035716,0.035716,0.0
1508364000000,0.036091,0.036091,0.036091,0.036091,2.95
1508367600000,0.036091,0.036091,0.036091,0.036091,0.0
1508371200000,0.036091,0.036091,0.036091,0.036091,0.0
1508374800000,0.036091,0.036091,0.036091,0.036091,0.0
1508378400000,0.036091,0.036091,0.036091,0.036091,259.82
1508382000000,0.036091,0.037,0.036091,0.037,496.07
1508385600000,0.037,0.037,0.037,0.037,54.45
1508389200000,0.036999,0.03752,0.036999,0.03752,348.0
1508392800000,0.03752,0.03752,0.03752,0.03752,0.0
1508396400000,0.03752,0.03752,0.03752,0.03752,0.0
1508400000000,0.03752,0.03752,0.03752,0.03752,0.0
1508403600000,0.03752,0.03752,0.03752,0.03752,0.0
1508407200000,0.036546,0.036546,0.036545,0.036545,82.98
1508410800000,0.037,0.037001,0.036736,0.036736,149.58
1508414400000,0.036827,0.036827,0.036528,0.036528,30.78
1508418000000,0.036032,0.03617,0.036032,0.03617,3.61
1508421600000,0.03622,0.03622,0.036206,0.036206,121.17
1508425200000,0.036,0.036,0.036,0.036,263.09
1508428800000,0.035648,0.035648,0.035648,0.035648,62.0
1508432400000,0.035752,0.035752,0.035752,0.035752,44.55
1508436000000,0.035752,0.035752,0.035752,0.035752,0.0
1508439600000,0.035752,0.035752,0.035752,0.035752,0.0
1508443200000,0.035752,0.035752,0.035752,0.035752,0.0
1508446800000,0.035752,0.035752,0.035752,0.035752,0.0
1508450400000,0.035752,0.035752,0.035752,0.035752,0.0
1508454000000,0.036997,0.037519,0.036997,0.037519,290.0
1508457600000,0.037519,0.037519,0.037519,0.037519,0.0
1508461200000,0.036999,0.037519,0.036999,0.037519,406.04
1508464800000,0.037519,0.037519,0.037519,0.037519,0.0
1508468400000,0.037519,0.037519,0.037519,0.037519,0.0
1508472000000,0.037519,0.037519,0.037519,0.037519,0.0
1508475600000,0.037519,0.037519,0.037519,0.037519,0.0
1508479200000,0.037519,0.037519,0.037519,0.037519,0.0
1508482800000,0.036032,0.03621,0.036032,0.036186,364.99
1508486400000,0.036186,0.036186,0.036186,0.036186,0.0
1508490000000,0.036169,0.036184,0.036169,0.036183,44.08
1508493600000,0.036183,0.036183,0.036183,0.036183,0.0
1508497200000,0.0368,0.0368,0.0368,0.0368,1.0
1508500800000,0.0368,0.0368,0.0368,0.0368,0.0
1508504400000,0.0368,0.0368,0.0368,0.0368,0.0
1508508000000,0.036742,0.0369,0.036001,0.0369,109.7
1508511600000,0.037498,0.037498,0.037427,0.037427,53.12
1508515200000,0.037427,0.037427,0.037427,0.037427,0.0
1508518800000,0.036222,0.037475,0.036222,0.037475,0.64
1508522400000,0.037475,0.037475,0.037475,0.037475,0.0
1508526000000,0.037475,0.037475,0.037475,0.037475,0.0
1508529600000,0.037475,0.037475,0.037475,0.037475,0.0
1508533200000,0.0365,0.0365,0.0365,0.0365,23.98
1508536800000,0.0365,0.0365,0.0365,0.0365,0.0
1508540400000,0.0365,0.0365,0.0365,0.0365,0.0
1508544000000,0.0365,0.0365,0.0365,0.0365,0.0
1508547600000,0.0365,0.0365,0.0365,0.0365,0.0
1508551200000,0.0365,0.0365,0.036221,0.036221,18.06
1508554800000,0.036221,0.036221,0.036221,0.036221,0.0
1508558400000,0.0364,0.0364,0.036098,0.036098,6.48
1508562000000,0.036101,0.036101,0.036101,0.036101,60.77
1508565600000,0.036101,0.036101,0.036101,0.036101,0.0
1508569200000,0.036236,0.037,0.036236,0.037,56.7
1508572800000,0.037,0.037,0.037,0.037,0.0
1508576400000,0.036267,0.036268,0.036267,0.036268,3.0
1508580000000,0.036268,0.036268,0.036224,0.036224,3.83
1508583600000,0.036224,0.036224,0.036224,0.036224,0.0
1508587200000,0.036224,0.036224,0.036224,0.036224,0.0
1508590800000,0.036224,0.036224,0.036224,0.036224,3.9
1508594400000,0.036224,0.036224,0.036224,0.036224,0.15
1508598000000,0.036254,0.036999,0.036254,0.036404,184.69
1508601600000,0.036999,0.037,0.036999,0.037,155.7
1508605200000,0.036213,0.036321,0.036212,0.036321,68.55
1508608800000,0.036201,0.036201,0.035132,0.036201,275.71
1508612400000,0.036201,0.036201,0.036201,0.036201,0.0
1508616000000,0.036201,0.036201,0.036201,0.036201,0.0
1508619600000,0.036201,0.036201,0.036201,0.036201,0.0
1508623200000,0.036201,0.036201,0.036201,0.036201,0.0
1508626800000,0.036201,0.036201,0.036201,0.036201,0.0
1508630400000,0.03698,0.03698,0.0352,0.0352,2.0
1508634000000,0.0352,0.0352,0.0352,0.0352,0.0
1508637600000,0.036042,0.036042,0.036,0.036,391.25
1508641200000,0.036001,0.036001,0.036001,0.036001,0.51
1508644800000,0.036999,0.036999,0.036999,0.036999,119.0
1508648400000,0.0367,0.036999,0.0367,0.036999,37.0
1508652000000,0.0362,0.0362,0.0362,0.0362,2.99
1508655600000,0.0362,0.0362,0.0362,0.0362,0.0
1508659200000,0.0362,0.0362,0.0362,0.0362,0.0
